YEAR,WAVE,SUB_REG,ST,SP_CODE,MODE_FX,AREA_X,ESTCLAIM,ESTCLVAR,ESTHARV,ESTHVAR,LANDING,LAND_VAR,ESTREL,ESTRLVAR,TOT_CAT,TOT_VAR,LBS_AB1,VAR_LBS,WGT_AB1,VAR_WAB1,MISS_FISH,ALT_FLAG,MODE,AREA,STATUS,DOWNLOAD
2013,3,4,33,8850030302,7,1,51741.459308,827618956.32,312779.55399,10111288141,364521.01329,13670280117,11389.53284,81714596.172,375910.54613,13959368032,124417.07988,1943216006.1,56435.217219,399817199.56,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,33,8850030302,7,2,10099.248856,121904822.5,0,0,10099.248856,121904822.5,0,0,10099.248856,121904822.5,4118.6163733,20274279.165,1868.1921316,4171438.2206,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,33,8850030302,7,5,17979.45383,118401414.67,189321.50432,8436891256.7,207300.95815,8946469313.6,4222.5920007,2486654.6238,211523.55015,9039976391.6,76730.292992,1311900766.7,34804.632583,269923924.57,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,3,6,37,8850030302,7,5,0,0,10546.866538,113920191.37,10546.866538,113920191.37,0,0,10546.866538,113920191.37,2807.5114613,8072292.3251,1273.4788448,1660876.2491,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,9,8850030302,3,1,0,0,9924.1183501,110408257.15,9924.1183501,110408257.15,0,0,9924.1183501,110408257.15,2461.3550229,6791507.8253,1116.4633144,1397354.5046,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,9,8850030302,7,5,0,0,12647.002399,158175925.73,12647.002399,158175925.73,8431.3349329,70300411.437,21078.337332,439377571.48,6171.5514376,37666380.479,2799.397368,7749867.5974,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,3,1,90780.538318,707563640.65,23219.471995,52951971.907,114000.01031,1137308165.8,99770.915473,851634307.06,213770.92579,3953661606.6,49802.512113,218347881.38,22590.271302,44925133.484,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,3,5,0,0,0,0,0,0,3817.733068,15327375.097,3817.733068,15327375.097,0,0,0,0,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,4,1,1508.7354449,428500.36763,0,0,1508.7354449,428500.36763,0,0,1508.7354449,428500.36763,979.31777913,180539.52275,444.21563056,37146.053846,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,5,1,,,,,,,,,,,,,,,,1,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,5,2,,,,,,,,,,,,,,,,1,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,5,5,,,,,,,,,,,,,,,,1,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,7,1,158588.03138,8561162250.3,675563.33113,114724156228,834151.36251,109532296512,65819.961911,1154671942.7,899971.32442,130249727575,351863.54038,11626247397,159604.25491,2392103431.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,7,2,16730.371155,166534252.47,741.81037359,518095.45918,17472.181529,184205107.16,681.33549462,473035.44172,18153.517023,186595807.05,17140.20722,172603542.17,7774.7469927,35513223.772,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,23,8850030302,7,5,19672.951221,357034435.8,8032.0332024,19684795.338,27704.984423,407113021.67,0,0,27704.984423,407113021.67,29439.449068,420448398.01,13353.646497,86507367.437,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,25,8850030302,4,2,113.70611982,6275.486938,0,0,113.70611982,6275.486938,47.80604995,2239.2283476,161.51216977,8514.7152856,98.501289538,4830.3385072,44.679891834,993.84340638,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,25,8850030302,5,2,0,0,4811.5269428,5015693.6205,4811.5269428,5015693.6205,0,0,4811.5269428,5015693.6205,2940.551043,1873365.8577,1333.8252032,385445.51333,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,25,8850030302,7,1,167640.30097,22580664236,418340.29226,29055832066,585980.59323,90951585266,203391.33719,17618541888,789371.93042,88392407275,448076.1892,47719243355,203246.02613,9818246753.4,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,25,8850030302,7,2,10202.0643,105704458.53,317004.71331,52895531436,327206.77761,52985711938,78837.568327,1793787445,406044.34593,59857571990,285694.35433,44058413360,129590.10901,9065030028.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,25,8850030302,7,5,39535.848929,871386644.07,312377.97132,17912943214,351913.82025,18785639857,20698.432593,106119681.18,372612.25284,19702409043,161246.20557,3792405001.3,73140.799041,780288317.13,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,3,1,0,0,40442.743813,1761922128.6,40442.743813,1761922128.6,0,0,40442.743813,1761922128.6,29422.824094,932554443.9,13346.105458,191873319.81,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,4,1,10449.245911,25524720.97,792.18144573,478056.52655,11241.427356,26002777.497,143.79213229,8028.8345633,11385.219489,26010806.331,6213.9894584,8518473.5942,2818.647128,1752678.1615,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,4,2,13507.75825,206747496.4,1040.5976726,1226985.4162,14548.355923,207974481.82,0,0,14548.355923,207974481.82,8149.5793617,65388524.617,3696.6249486,13453705.977,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,5,1,,,,,,,,,,,,,,,,1,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,7,1,90216.072947,3841959380.2,509141.77679,18052392641,599357.84974,20707793766,34865.67595,954400939.42,634223.52569,24913348931,305981.98859,5997084863.2,138792.51955,1233901773.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,7,2,2290.8891528,3991264.1663,33479.543974,257412881.68,35770.433127,274636099.56,0,0,35770.433127,274636099.56,15774.825993,51126081.217,7155.4141308,10519204.531,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,4,33,8850030302,7,5,2958.0463167,5055562.5171,52488.040907,952672640.69,55446.087224,1081348633.4,0,0,55446.087224,1081348633.4,25767.491784,230031508.55,11688.057599,47329042.819,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,4,44,8850030302,5,5,,,,,,,,,,,,,,,,1,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,4,5,10,8850030302,7,2,132.8914951,18611.04486,0,0,132.8914951,18611.04486,0,0,132.8914951,18611.04486,175.78355406,32563.633854,79.734897062,6699.9761498,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,4,5,34,8850030302,7,5,0,0,0,0,0,0,2718.6046478,7380760.8271,2718.6046478,7380760.8271,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,9,8850030302,3,5,0,0,45180.835564,1957627749.2,45180.835564,1957627749.2,0,0,45180.835564,1957627749.2,12948.737111,160796437.74,5873.5086234,33083908.961,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,23,8850030302,4,2,0,0,0,0,0,0,134.04844565,4861.9135763,134.04844565,4861.9135763,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,23,8850030302,5,1,,,,,,,,,,,,,,,,1,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,23,8850030302,5,5,,,,,,,,,,,,,,,,1,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,23,8850030302,7,1,96802.307682,13608051019,62554.170732,4822291717.9,159356.47841,24670083332,6929.2769796,9930033.9779,166285.75539,24633868393,117845.53515,14351872961,53454.384084,2952901601.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,23,8850030302,7,5,0,0,51128.082714,676802636.65,51128.082714,676802636.65,0,0,51128.082714,676802636.65,28179.242788,205589847.99,12782.020678,42300164.791,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,25,8850030302,3,5,0,0,3132.3782666,10698999.14,3132.3782666,10698999.14,0,0,3132.3782666,10698999.14,2309.9916472,5818560.6769,1047.8053376,1197170.3753,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,25,8850030302,4,2,0,0,0,0,0,0,93.047877578,8957.0549219,93.047877578,8957.0549219,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,25,8850030302,7,1,111931.50319,5106130189.1,1645381.3717,1.714795E12,1757312.8749,1.776946E12,20307.1546,359341806.9,1777620.0295,1.7836709E12,1028586.6296,639744172194,466563.83455,131627530113,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,25,8850030302,7,2,0,0,59624.696096,1520853098.2,59624.696096,1520853098.2,1609.347444,3047002.9351,61234.04354,1538864259,27889.73938,330771136.47,12650.702794,68056247.511,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,25,8850030302,7,5,1354.4053699,53733.874479,97225.206155,1003331500.6,98579.611525,1010643660.9,8211.6201909,32981110.678,106791.23172,1031075244.1,53375.664826,351605243.52,24211.042741,72342870.465,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,5,4,33,8850030302,4,1,12068.655548,79784.804651,0,0,12068.655548,79784.804651,0,0,12068.655548,79784.804651,5895.8523057,19041.25604,2674.3410622,3917.7433914,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,33,8850030302,4,2,632.69580089,16285.45312,0,0,632.69580089,16285.45312,242.61825307,1618.1198547,875.31405396,17903.572975,557.34529505,8191.3413628,252.8101674,1685.3706196,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,33,8850030302,7,1,89315.539427,1013698025.4,1020395.625,132309712352,1109711.1644,156485629110,0,0,1109711.1644,156485629110,601025.33466,45902898269,272623.30339,9444533278.8,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,33,8850030302,7,2,1566.9392882,1010240.4844,0,0,1566.9392882,1010240.4844,0,0,1566.9392882,1010240.4844,863.61858869,306877.03678,391.73482205,63140.030274,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,5,4,33,8850030302,7,5,0,0,30093.563065,340143132.82,30093.563065,340143132.82,0,0,30093.563065,340143132.82,16966.914501,108123532.98,7696.1419311,22246445.081,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,5,5,10,8850030302,7,1,0,0,0,0,0,0,339.87171783,116075.39315,339.87171783,116075.39315,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,5,34,8850030302,4,1,0,0,0,0,0,0,218.5782948,53038.314959,218.5782948,53038.314959,0,0,0,0,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,5,5,34,8850030302,7,2,1437.5017187,2074831.3343,0,0,1437.5017187,2074831.3343,0,0,1437.5017187,2074831.3343,475.36744335,226894.99832,215.6252578,46683.705022,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,6,5,24,8850030302,4,2,21.90480529,163.31647392,0,0,21.90480529,163.31647392,0,0,21.90480529,163.31647392,11.716886892,71.083317901,5.3147450295,14.625411179,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,3,1,19391.387269,171413554.04,8396.3106191,27668919.236,27787.697888,308668591.16,0,0,27787.697888,308668591.16,14091.153773,80411710.114,6391.7054217,16544730.307,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,3,5,16377.922523,137512773.67,0,0,16377.922523,137512773.67,10816.148197,59975057.857,27194.07072,376084734.16,8424.9125319,36387835.167,3821.5152553,7486806.5664,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,4,2,64.628419765,2301.7711422,0,0,64.628419765,2301.7711422,0,0,64.628419765,2301.7711422,43.230170618,1029.8855528,19.609076757,211.89922083,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,5,1,29981.203549,256737697.6,1132.424781,917944.12278,31113.62833,257655641.72,30449.659854,264823430.75,61563.288184,522479072.47,15183.18472,61803129.227,6887.0474098,12716009.941,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,7,1,119189.66286,1553766443.5,510595.29275,21799050092,629784.95561,26959081847,265362.08007,13949547675,895147.03568,48915541877,235341.68636,4564889077.1,106750.28865,939227116.98,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,7,2,27257.317708,323380646.02,203601.61365,11722942472,230858.93136,11049565563,63161.159551,858430584.33,294020.09091,17486149865,88995.632166,1626654439.1,40368.153935,334684574.67,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,23,8850030302,7,5,55213.198373,1180002849.4,84389.039016,1965102286.2,139602.23739,5862265378.5,43608.404747,872828159.8,183210.64214,10934598631,66413.072467,1354452160,30124.772053,278678884.82,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,3,4,25,8850030302,4,2,189.74365641,15460.803557,0,0,189.74365641,15460.803557,275.31045956,20087.868756,465.05411597,35548.672313,80.920396864,2811.988496,36.705251231,578.56736572,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,25,8850030302,5,1,0,0,45526.429134,1077473320.7,45526.429134,1077473320.7,0,0,45526.429134,1077473320.7,22647.651839,263741721.05,10272.907484,54264927.824,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,25,8850030302,7,1,643588.21332,173357678219,693537.75711,92940087421,1337125.9704,492712817379,140292.18395,2723046600.1,1477418.1544,525906494792,624274.83118,105462566493,283169.20583,21698950534,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,25,8850030302,7,2,23597.012694,183467410.1,157615.80818,7078116965.5,181212.82087,8192307003.4,97486.536548,3825144316.4,278699.35742,13718288343,95619.952255,2137057401.6,43372.925817,439700117.18,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,25,8850030302,7,5,107526.08382,3148331793,509709.38884,21016808949,617235.47266,29934685931,87435.526113,998792872.34,704670.99877,34179071282,348329.63596,10765923086,158001.28638,2215091479.9,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,4,1,138142.17376,1352883002.5,0,0,138142.17376,1352883002.5,3159.6405392,3337512.4124,141301.8143,1356220515,52023.658547,119898862.12,23597.776715,24669222.121,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,4,2,1025.2542691,590579.17402,0,0,1025.2542691,590579.17402,257.90220768,12454.524348,1283.1564768,603033.69837,445.80682772,111662.7673,202.21665051,22974.643465,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,5,1,5713.576447,15362397.718,79585.305116,2870492665.3,85298.881563,2885855063,651.49899819,178977.79904,85950.380561,2886034040.8,56334.596715,1246199030.7,25553.205441,256405775.27,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,7,1,40889.507841,194749502.33,282516.68639,7076424089.1,323406.19423,7537449710.2,17844.79503,29448455.026,341250.98926,7705791612.3,130911.20735,1172643915.9,59380.934114,241271791.23,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,7,2,877.26418672,500300.67945,2582.8325555,4622961.0142,3460.0967422,5717051.1681,0,0,3460.0967422,5717051.1681,1240.920223,689390.78791,562.87772066,141842.33423,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,3,4,33,8850030302,7,5,36825.131594,405572956.54,199625.56222,4731538379,236450.69381,5789859131.8,787.23264329,344616.91243,237237.92646,5799974806.6,119007.53155,1507475859,53981.462191,310163550.76,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,9,8850030302,7,5,2453.3535185,3393755.2082,7690.1868539,33600980.598,10143.540372,54197343.602,0,0,10143.540372,54197343.602,4534.0986431,9357760.9398,2056.6536529,1925361.7515,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,3,1,117778.97953,3445344281.3,117691.62364,4575003374,235470.60317,11216488994,3461.7532491,5613995.0073,238932.35642,11384198239,120197.97695,3270868336.3,54521.444686,672982012.41,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,4,1,718.25893631,149411.82021,555.82241018,8829.9835157,1274.0813465,158241.80373,996.1701414,115334.96006,2270.2514879,273576.76379,867.36874581,55711.66981,393.43588216,11462.690579,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,5,1,1364.2692097,635299.44338,48780.020936,174362714.28,50144.290146,174998013.72,7575.9705173,11777504.258,57720.260663,186775517.98,19298.001716,26784266.033,8753.5161553,5510869.7149,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,5,2,1595.6246249,1390346.7813,4229.2454728,2722764.3196,5824.8700977,4113111.1008,1468.5292008,726326.12901,7293.3992985,4839437.2298,2342.2312943,732939.72618,1062.4291456,150802.53963,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,5,5,250.38867702,34790.847889,11345.149242,24658508.93,11595.537919,24693299.778,12.519433851,86.977119722,11608.057353,24693386.755,4174.4768707,3292905.2733,1893.530287,677516.11795,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,7,1,183267.10518,4815786565.1,577981.53522,24635839126,761248.6404,43769698174,137297.68272,2284295007.4,898546.32312,59382064609,351459.46838,9719553597.4,159420.96906,1999800685.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,7,2,4293.253425,14306652.342,7764.2230587,23925320.433,12057.476484,46368859.315,2778.7281441,6001510.9518,14836.204628,61302278.086,5665.3225114,10254142.976,2569.7734335,2109792.589,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,23,8850030302,7,5,91796.99834,2747008094.6,253091.44445,24770432302,344888.44279,31289390810,12384.755426,129736811.17,357273.19822,31698515211,195222.32305,10476963539,88552.264834,2155637977.8,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,4,2,0,0,0,0,0,0,223.09494418,23847.906898,223.09494418,23847.906898,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,5,1,7155.4965735,31030639.846,23436.586054,191694646.18,30592.082628,222725286.02,1584.934111,1530571.0223,32177.016739,224255857.05,17473.758941,73637776.736,7926.0450608,15150991.75,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,5,2,7896.818273,33466091.12,35903.055647,314989144.82,43799.87392,348455235.93,0,0,43799.87392,348455235.93,26524.637072,135980940.43,12031.496449,27978113.922,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,5,5,0,0,22346.648524,93579044.517,22346.648524,93579044.517,2907.8095373,296678.89229,25254.458062,93875723.41,13025.040264,31976182.357,5908.1195067,6579107.8512,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,7,1,538372.33588,31042211056,516336.53672,24269635338,1054708.8726,57571709214,151719.02076,3067620058.3,1206427.8934,70950206047,702091.3415,27792966352,318466.54336,5718410068.2,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,7,2,134292.00254,4769304472.1,302682.59124,11471933160,436974.59378,23518534529,115618.75092,1591751355.5,552593.3447,33209633369,289002.23547,8894147095.4,131090.55406,1829973082.2,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,25,8850030302,7,5,520450.81583,116396158281,1298841.6559,246580895759,1819292.4717,360336567756,133998.12166,4320414293.5,1953290.5934,363029461604,1036421.904,150891475024,470117.8917,31045960301,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,3,5,119065.32776,8566630969,49333.213518,1746322405.8,168398.54128,17999800779,18974.312891,258331716.84,187372.85417,22555707303,91167.986336,4925214910,41353.527323,1013364251,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,4,1,117702.82145,244763488.4,4720.1480223,9992690.1532,122422.96947,254756178.56,1746.1229028,845282.42393,124169.09237,255601460.98,55898.218159,67866055.484,25355.265427,13963458.598,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,4,2,53405.608139,1788352291.4,4832.4435841,14785687.439,58238.051723,1803137978.8,0,0,58238.051723,1803137978.8,31879.642243,540577894.08,14460.510861,111224042.55,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,5,1,0,0,5816.5966038,3160534.5334,5816.5966038,3160534.5334,0,0,5816.5966038,3160534.5334,3404.7517511,1276104.4523,1544.3852631,262558.82354,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,5,2,0,0,1245.1929091,971895.50774,1245.1929091,971895.50774,0,0,1245.1929091,971895.50774,503.34873102,162755.58719,228.31748663,33487.004469,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,5,5,0,0,5592.0430582,15591590.392,5592.0430582,15591590.392,3611.8710311,10020753.729,9203.9140894,25612344.121,2687.4932748,3424898.5161,1219.0389525,704673.76205,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,7,1,48426.404816,738633545.36,407186.1381,60160116830,455612.54292,61289737646,22804.704833,87763117.413,478417.24775,62342791232,297818.07376,29268773423,135089.39207,6022057757.7,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,7,2,0,0,125796.49457,4827877160.9,125796.49457,4827877160.9,24433.57166,220711645.63,150230.06623,6205790939.5,61746.782981,1393582400.8,28008.157027,286729942.06,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,4,4,33,8850030302,7,5,48609.606997,768009640.65,141705.4549,3279033888.3,190315.0619,4343852267.9,3129.5822369,7639803.6735,193444.64414,4358278360.6,102455.77559,2846465128.1,46473.63494,585660941.75,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,5,24,8850030302,4,5,0,0,0,0,0,0,2175.3540256,2453875.5961,2175.3540256,2453875.5961,0,0,0,0,0,0,PARTY BOAT,INLAND,FINAL,24MAR2021:12:06:10
2014,4,5,34,8850030302,3,5,0,0,0,0,0,0,6691.3308939,34772615.731,6691.3308939,34772615.731,0,0,0,0,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2014,4,5,34,8850030302,4,1,17645.652959,119920524.72,4151.9183433,6639198.6004,21797.571302,126559723.32,55012.918048,1165594304.3,76810.48935,1292154027.6,16673.390161,74667258.954,7563.0001638,15362807.984,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,23,8850030302,3,1,266428.99253,27521195324,88532.712297,4407354782.2,354961.70483,33946251767,1170421.7474,955282200354,1525383.4523,1.0073502E12,210229.53351,11656222186,95359.490842,2398270751.7,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,23,8850030302,4,2,88.482882827,136.23316093,0,0,88.482882827,136.23316093,0,0,88.482882827,136.23316093,102.88099825,184.17668208,46.666514674,37.894400325,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,23,8850030302,5,1,0,0,993.41301312,264017.3449,993.41301312,264017.3449,0,0,993.41301312,264017.3449,542.02578378,78590.764513,245.86128267,16170.070275,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,23,8850030302,7,1,66946.291559,803701335.18,12445.698496,35986416.66,79391.990055,821106883.83,18550.91741,66623299.619,97942.907465,1078234945.6,31373.816102,108977905.99,14231.069628,22422232.551,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2014,5,4,23,8850030302,7,5,3070.948395,4008287.8804,100149.17164,3213794963.5,103220.12003,3197624185.2,0,0,103220.12003,3197624185.2,42015.556466,518763779.19,19058.131392,106735782.73,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
